artikelcode,merk,omschrijving
1028712,Pragmalux,Pragmalux LED Downlight Fora opvulring buitenmaat Ø300 gat Ø200 wit
1028743,Pragmalux,Pragmalux LED Downlight Fora opvulring buitenmaat Ø300 gat Ø200 zwart
3501373,Pragmalux,Pragmalux LED Downlight Mado 195 Darklight 18W 3000K 2486lm Ø195 Buitenmaat - Gatmaat Ø180
3501412,Pragmalux,Pragmalux LED Downlight Mado 195 Hoogglans IP44 12W 3000K 1695lm Ø195 Buitenmaat - Gatmaat Ø180 UGR<19
2029217,Pragmalux,Pragmalux LED Downlight Mondial COB IP54 facet reflector wit standaard max. 38W max. 4200lm 3000K CRI>90 UGR<19 60D Ø226 Buitenmaat - Gatmaat Ø200-210 excl. LED Driver
2029200,Pragmalux,Pragmalux LED Downlight Mondial COB IP54 facet reflector wit standaard max. 38W max. 4400lm 4000K CRI>90 UGR<19 60D Ø226 Buitenmaat - Gatmaat Ø200-210 excl. LED Driver
1029221,Pragmalux,Pragmalux LED Downlight Spectre opvulring buitenmaat Ø286 zaagmaat Ø210 wit
1029238,Pragmalux,Pragmalux LED Downlight Spectre opvulring buitenmaat Ø286 zaagmaat Ø210 zwart
1000343-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver (1x18W)
Z1000343-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-14W 3000K-5700K 3-CCT 1050-1550lm zwart Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips Driver (1x18W)
1000350-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver (2x18W)
Z1000350-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2200lm zwart Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips Driver (2x18W)
1000367-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver (2x26W)
Z1000367-PH-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 10-20W 3000K-5700K 3-CCT 1150-2300lm zwart Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips Driver (2x26W)
1000350-PR-UN,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-25W 3000K-5700K 3-CCT 1150-2750lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Universele LED Driver (DALI2, 1-10V, Push-dim) (2x18W)"
1000367-PR-UN,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-25W 3000K-5700K 3-CCT 1150-2750lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Universele LED Driver (DALI2, 1-10V, Push-dim) (2x26W)"
Z1000350-PR-UN,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-25W 3000K-5700K 3-CCT 1150-2750lm zwart Ø172 Buitenmaat - Gatmaat Ø150-165 +Universele LED Driver (DALI2, 1-10V, Push-dim) (2x18W)"
Z1000367-PR-UN,Pragmalux,"Pragmalux LED Downlight Spectre SR IP54 10-25W 3000K-5700K 3-CCT 1150-2750lm zwart Ø228 Buitenmaat - Gatmaat Ø200-210 +Universele LED Driver (DALI2, 1-10V, Push-dim) (2x26W)"
1000343,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 13W 3000K-5700K 3-CCT 1120-1310lm Ø145 Buitenmaat - Gatmaat Ø125-135 Excl. LED Driver (1x18W)
1000343-PH-DA-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 14W 3000K-5700K 3-CCT 1450-1550lm Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips DALI Driver (1x18W)
Z1000343-PH-DA-350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 14W 3000K-5700K 3-CCT 1450-1550lm zwart Ø145 Buitenmaat - Gatmaat Ø125-135 +Philips DALI Driver (1x18W)
1000350,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 18W 3000K-5700K 3-CCT 1800-1980lm Ø172 Buitenmaat - Gatmaat Ø150-165 Excl. LED Driver (2x18W)
1000350-PH-DA-500,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 18W 3000K-5700K 3-CCT 2100-2200lm Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips DALI Driver (2x18W)
Z1000350-PH-DA-500,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 18W 3000K-5700K 3-CCT 2100-2200lm zwart Ø172 Buitenmaat - Gatmaat Ø150-165 +Philips DALI Driver (2x18W)
1000367-PH-DA-500,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 20W 3000K-5700K 3-CCT 2200-2300lm Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips DALI Driver (2x26W)
Z1000367-PH-DA-500,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 20W 3000K-5700K 3-CCT 2200-2300lm zwart Ø228 Buitenmaat - Gatmaat Ø200-210 +Philips DALI Driver (2x26W)
1000367,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 25W 3000K-5700K 3-CCT 2500-2750lm Ø228 Buitenmaat - Gatmaat Ø200-210 Excl. LED Driver (2x26W)
1001241,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 Frame Zwart Ø145 Buitenmaat - Gatmaat Ø125-135mm
1001258,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 Frame Zwart Ø172 Buitenmaat - Gatmaat Ø150-165mm
1001265,Pragmalux,Pragmalux LED Downlight Spectre SR IP54 Frame Zwart Ø228 Buitenmaat - Gatmaat Ø200-210mm
2033566,Pragmalux,Pragmalux LED Gevelarmatuur Cilindro 60 Up/Down IP65 IK08 Ø60x141mm 2x5W 800-850lm 2700-3000-4000K 3CCT CRI90 36° Zwart RAL9005 DALI2
2033559,Pragmalux,Pragmalux LED Gevelarmatuur Cilindro 60 Up/Down IP65 IK08 Ø60x141mm 2x5W 850-900lm 2700-3000-4000K 3CCT CRI90 36° Zwart RAL9005
2033580,Pragmalux,Pragmalux LED Gevelarmatuur Cilindro 80 Up/Down IP65 IK08 Ø80x181mm 2x10W 1600-1800lm 2700-3000-4000K 3CCT CRI90 36° Zwart RAL9005 DALI2
2033573,Pragmalux,Pragmalux LED Gevelarmatuur Cilindro 80 Up/Down IP65 IK08 Ø80x181mm 2x10W 1700-1900lm 2700-3000-4000K 3CCT CRI90 36° Zwart RAL9005
1004075,Pragmalux,Pragmalux LED Gevelarmatuur Deca Frame Wit
1004082,Pragmalux,Pragmalux LED Gevelarmatuur Deca Frame Zwart
1000824,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Wit"
1000824-DS,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Wit + Daglichtsensor"
1000824-N,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Wit + Noodmodule 3uur"
1000831,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Zwart"
1000831-S,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Zwart + Bewegingssensor"
1000831-DS,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Zwart + Daglichtsensor"
1000831-DSN,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Zwart + Daglichtsensor & Noodmodule 1uur zelftest"
1000831-N,Pragmalux,"Pragmalux LED Gevelarmatuur Deca IP65 6,5-12W 3000K-4000K 2-CCT 650-1100lm Zwart + Noodmodule 1uur zelftest"
1001180,Pragmalux,Pragmalux LED Gevelarmatuur Deca Noodmodule Bevestigingsbeugel
2037090,Pragmalux,Pragmalux LED Gevelarmatuur Mura/ Rocq-M/L reserveonderdeel accessoire zakje
2021051,Pragmalux,Pragmalux LED Gevelarmatuur Rocq-L Up/Down IP65 C4 16W 1564-1946lm 2200-2700-3000-4000K 4CCT CRI>80 Grafiet grijs RAL7024
2021037,Pragmalux,Pragmalux LED Gevelarmatuur Rocq-M Up/Down IP65 C4 11W 850-1150lm 2200-2700-3000-4000K 4CCT CRI>80 Grafiet grijs RAL7024 fase dimbaar
2021044,Pragmalux,Pragmalux LED Gevelarmatuur Rocq-M Up/Down IP65 C4 11W 850-1150lm 2200-2700-3000-4000K 4CCT CRI>80 Grafiet zwart RAL9011 fase dimbaar
1049281,Pragmalux,Pragmalux LED Gevelarmatuur Squalo component schroefset voor Nood
1000879,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 3000K 1750-3450lm Asymmetrisch Antraciet RAL7016
1000879-DS,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 3000K 1750-3450lm Asymmetrisch Antraciet RAL7016 + Daglichtsensor
1000879-DSN,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 3000K 1750-3450lm Asymmetrisch Antraciet RAL7016 + Daglichtsensor & Noodmodule 3uur manueel
1000886,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 4000K 1850-3600lm Asymmetrisch Antraciet RAL7016
1000886-DS,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 4000K 1850-3600lm Asymmetrisch Antraciet RAL7016 + Daglichtsensor
1000886-DSN,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 4000K 1850-3600lm Asymmetrisch Antraciet RAL7016 + Daglichtsensor & Noodmodule 3uur manueel
1000886-N,Pragmalux,Pragmalux LED Gevelarmatuur Squalo IP65 13-27W 4000K 1850-3600lm Asymmetrisch Antraciet RAL7016 + Noodmodule 3uur manueel
2030091,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 bronze RAL8000 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030213,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 bronze RAL8000 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram fase dimbare driver
2030114,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 goud RAL1036 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030237,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 goud RAL1036 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram fase dimbare driver
2030121,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 gunmetal RAL7031 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030084,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 wit RAL9003 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030206,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 wit RAL9003 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram fase dimbare driver
2030077,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 zwart RAL9004 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030312,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø70 zwart RAL9004 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram DALI2 driver
2030039,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 bronze RAL8000 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030053,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 goud RAL1036 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030299,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 goud RAL1036 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram DALI2 driver
2030060,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 gunmetal RAL7031 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030305,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 gunmetal RAL7031 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram DALI2 driver
2030022,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 wit RAL9003 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030145,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 wit RAL9003 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram fase dimbare driver
2030015,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 zwart RAL9004 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° excl. LED Driver
2030138,Pragmalux,Pragmalux LED Half-inbouwspot Ario zaagmaat Ø80 zwart RAL9004 12W 850-900lm 2700-3000-4000K 3CCT CRI95 36° incl.Osram fase dimbare driver
2033207,Pragmalux,"Pragmalux LED Highbay Clean HACCP G3 accessoire veiligheidskabel 0,8 meter"
2033191,Pragmalux,Pragmalux LED Highbay Clean HACCP G3 accessoire Verstelbare Montagebeugel(90D)
2033177,Pragmalux,Pragmalux LED Highbay Clean HACCP G3 component 110D lens
2033160,Pragmalux,Pragmalux LED Highbay Clean HACCP G3 component 60D lens
2033184,Pragmalux,Pragmalux LED Highbay Clean HACCP G3 component 90D lens
2033139,Pragmalux,Pragmalux LED Highbay Clean HACCP G3 IP66&IP69K C4 100-200W 3000K-5000K 3CCT 18500-38000lm 90D 0-10V Dimbaar Grijs RAL9006 (250-400W)
2033467,Pragmalux,Pragmalux LED Highbay Essence accessoire Verstelbare Montagebeugel(50D)
2033443,Pragmalux,Pragmalux LED Highbay Essence component 110D lens
2033450,Pragmalux,Pragmalux LED Highbay Essence component 90D lens
2033429,Pragmalux,Pragmalux LED Highbay Essence IP65 100-200W 3000K-5000K 3CCT 15500-32000lm 90D Zwart RAL9004 (250-400W)
1000404,Pragmalux,Pragmalux LED Highbay Storm G3/G2 Aluminium Kap
1000411,Pragmalux,Pragmalux LED Highbay Storm G3/G2 PC Kap
1047508,Pragmalux,Pragmalux LED Inbouw/Opbouw Downlight Luna G2 IP44 8W/12W 3000K-6000K 3-CCT 900-1400ml Ø165 Buitenmaat - Gatmaat Ø50-125 incl. LED Driver
1047560,Pragmalux,Pragmalux LED Inbouw/Opbouw Downlight Luna G2 IP44 brush nickel frame Ø165 Buitenmaat
1047577,Pragmalux,Pragmalux LED Inbouw/Opbouw Downlight Luna G2 IP44 brush nickel frame Ø217 Buitenmaat
1047584,Pragmalux,Pragmalux LED Inbouw/Opbouw Downlight Luna G2 IP44 brush nickel frame Ø290 Buitenmaat
1047546,Pragmalux,Pragmalux LED Inbouw/Opbouw Downlight Luna G2 IP44 zwart frame Ø290 Buitenmaat
1037066-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 15x150cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +Universele driver (DALI2, 1-10V, push-dim)"
1037110-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 15x150cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +Universele driver (DALI2, 1-10V, push-dim)"
1037066-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver
1037066-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver incl. GST18i3
1037110-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver
1037110-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver incl. GST18i3
1037066,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 30W 3000-4000K 2-CCT UGR<16 wit RAL9003 excl. led driver
1037110,Pragmalux,Pragmalux LED Inlegarmatuur Modul 15x150cm 30W 3000-4000K 2-CCT UGR<16 zwart RAL9005 excl. led driver
1037059-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 30x120cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +Universele driver (DALI2, 1-10V, push-dim)"
1037103-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 30x120cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +Universele driver (DALI2, 1-10V, push-dim)"
1037059-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver
1037059-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver incl. GST18i3
1037103-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver
1037103-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver incl. GST18i3
1037059,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 30W 3000-4000K 2-CCT UGR<16 wit RAL9003 excl. led driver
1037103,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x120cm 30W 3000-4000K 2-CCT UGR<16 zwart RAL9005 excl. led driver
1037073-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 30x150cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +Universele driver (DALI2, 1-10V, push-dim)"
1037127-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 30x150cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +Universele driver (DALI2, 1-10V, push-dim)"
1037073-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver
1037073-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver incl. GST18i3
1037127-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver
1037127-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver incl. GST18i3
1037073,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 30W 3000-4000K 2-CCT UGR<16 wit RAL9003 excl. led driver
1037127,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 30W 3000-4000K 2-CCT UGR<16 zwart RAL9005 excl. led driver
1037080,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 45W 3000-4000K 2-CCT UGR<16 wit RAL9003 excl. led driver
1037134,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 45W 3000-4000K 2-CCT UGR<16 zwart RAL9005 excl. led driver
1037080-PH-DA,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 45W 6000-6300lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +Philips DALI2 driver
1037134-PH-DA,Pragmalux,Pragmalux LED Inlegarmatuur Modul 30x150cm 45W 6000-6300lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +Philips DALI2 driver
1037042-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 60x60cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +Universele driver (DALI2, 1-10V, push-dim)"
1037097-PR-UN,Pragmalux,"Pragmalux LED Inlegarmatuur Modul 60x60cm 18,5-30W 2500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +Universele driver (DALI2, 1-10V, push-dim)"
1037042-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver
1037042-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 wit RAL9003 +driver incl. GST18i3
1037097-PR,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver
1037097-PR-GST3,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 26-30W 3500-4200lm 3000K-4000K 2CCT UGR<16 zwart RAL9005 +driver incl. GST18i3
1037042,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 30W 3000-4000K 2-CCT UGR<16 wit RAL9003 excl. led driver
1037097,Pragmalux,Pragmalux LED Inlegarmatuur Modul 60x60cm 30W 3000-4000K 2-CCT UGR<16 zwart RAL9005 excl. led driver
1029948,Pragmalux,Pragmalux LED Lowbay Copa G2 30-100W 3500-13500lm 3000-4000K 2-CCT 1-10V dimbaar Wit RAL9016
1029955,Pragmalux,Pragmalux LED Lowbay Copa G2 30-100W 3500-13500lm 3000-4000K 2-CCT 1-10V dimbaar Zwart RAL9017
1029979,Pragmalux,"Pragmalux LED Lowbay Copa G2 deksel t.b.v. PC Kap Ø42x16,6cm"
1029962,Pragmalux,"Pragmalux LED Lowbay Copa G2 PC Kap Ø42x16,5cm"
1004136,Pragmalux,Pragmalux LED Montagebalk Linea 120cm 20-35W 3000-5000K 3CCT 2800-4900lm
1004150,Pragmalux,Pragmalux LED Montagebalk Linea 150cm 29-50W 3000-5000K 3CCT 4060-7000lm
1004105,Pragmalux,Pragmalux LED Montagebalk Linea 60cm 11-20W 3000-5000K 3CCT 1540-2800lm
1004112,Pragmalux,Pragmalux LED Montagebalk Linea 90cm 15-25W 3000-5000K 3CCT 2100-3500lm
1004174,Pragmalux,Pragmalux LED Montagebalk Linea ophangset 2 meter
1004181,Pragmalux,Pragmalux LED Montagebalk Linea plafond montage beugels
2011380,Pragmalux,Pragmalux LED Opbouw-/pendelarmatuur Moon component noodmodule 1uur zelftest
2033795,Pragmalux,Pragmalux LED Opbouwarmatuur Opus accessoire ophangset
2033801,Pragmalux,Pragmalux LED Opbouwarmatuur Opus accessoire T-profielclipset ( 2 stuks)
2036123,Pragmalux,Pragmalux LED Opbouwarmatuur Opus accessoire T-profielclipset ( 2 stuks) incl. ophangset
2033757,Pragmalux,Pragmalux LED Opbouwarmatuur Opus component Noodmodule set 3uur zelftest(toolles plug&play)
2033764,Pragmalux,Pragmalux LED Opbouwarmatuur Opus component uplight 1300mm
2033771,Pragmalux,Pragmalux LED Opbouwarmatuur Opus component uplight 1495mm
2033597,Pragmalux,Pragmalux LED Opbouwarmatuur Opus prisma 160x1300mm 18-32W 2400-4250lm 3000K-4000K 2CCT UGR<19 wit RAL9003
2033672,Pragmalux,Pragmalux LED Opbouwarmatuur Opus prisma 160x1495mm 30-50W 4000-6850lm 3000K-4000K 2CCT UGR<19 wit RAL9003
2033788,Pragmalux,Pragmalux LED Opbouwarmatuur Opus reserveonderdeel opbouwset
1044545-PR,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 26-36W 3000K-6000K 3-CCT 2850-4200lm +Driver (2x28W)
1044545-PR-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 26-36W 3000K-6000K 3-CCT 2850-4200lm +Driver incl. GST18i3 (2x28W)
1044545-UN,Pragmalux,"Pragmalux LED Paneel 30x120cm Easy G2 26-36W 3000K-6000K 3-CCT 2850-4200lm +Universele Driver (DALI2, 1-10V, Push-dim) (2x28W)"
1044545-PH,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 27-36W 3000K-6000K 3-CCT 3000-4200lm +Philips Driver (2x28W)
1044545-PH-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 27-36W 3000K-6000K 3-CCT 3000-4200lm +Philips Driver incl. GST18i3 (2x28W)
1044545-PH-DA,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 36W 3000K-6000K 3-CCT 4000-4200lm +Philips DALI2 Push-dim driver (2x28W)
1044545,Pragmalux,Pragmalux LED Paneel 30x120cm Easy G2 max. 36W 3000K-6000K 3-CCT (2x28W) Excl. LED Driver
1044514-PR,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 25-34W 3000K-6000K 3-CCT 3050-4350lm UGR<19 +Driver (2x28W)
1044514-PR-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 25-34W 3000K-6000K 3-CCT 3050-4350lm UGR<19 +Driver incl. GST18i3 (2x28W)
1044514-UN,Pragmalux,"Pragmalux LED Paneel 30x120cm Essence G3 25-34W 3000K-6000K 3-CCT 3050-4350lm UGR<19 +Universele Driver (DALI2, 1-10V, Push-dim) (2x28W)"
1044514-PH,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 27-34W 3000K-6000K 3-CCT 3300-4350lm UGR<19 +Philips Driver (2x28W)
1044514-PH-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 27-34W 3000K-6000K 3-CCT 3300-4350lm UGR<19 +Philips Driver incl. GST18i3 (2x28W)
1044514-PH-DA,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 34W 3000K-6000K 3-CCT 4250-4350lm UGR<19 +Philips DALI2 Push-dim driver (2x28W)
1044514,Pragmalux,Pragmalux LED Paneel 30x120cm Essence G3 max. 34W 3000K-6000K 3-CCT UGR<19 (2x28W) Excl. LED Driver
1042541,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2  Zwart IP44 38W 3000K-4000K 2-CCT UGR<19 (2x28W) Excl. LED Driver
1000947-PH-700,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2 IP44 18-26W 3000K-4000K 2-CCT 2400-3650lm UGR<19 +Philips Driver (2x28W)
1000947-PH-700-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2 IP44 18-26W 3000K-4000K 2-CCT 2400-3650lm UGR<19 +Philips Driver incl. GST18i3 (2x28W)
1000947-PR,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2 IP44 26-38W 3000K-4000K 2-CCT 3500-5100lm UGR<19 +Driver (2x28W)
1000947-PR-GST3,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2 IP44 26-38W 3000K-4000K 2-CCT 3500-5100lm UGR<19 +Driver incl. GST18i3 (2x28W)
1000947-PR-UN,Pragmalux,"Pragmalux LED Paneel 30x120cm Sigma G2 IP44 26-38W 3000K-4000K 2-CCT 3500-5100lm UGR<19 +Universele Driver (DALI2, 1-10V, Push-dim) (2x28W)"
1000947,Pragmalux,Pragmalux LED Paneel 30x120cm Sigma G2 IP44 38W 3000K-4000K 2-CCT UGR<19 (2x28W) Excl. LED Driver
